"baby_id","ID_testdate","gender","study_name","age_days","age_months_binned","age_continuous","lang_group","lang_exp_eng","lang_exp_fre","lang_exp_other","lang_dom","cdi_filled_by","both_cdi_filled","required_cdi_filled","eng_cdi_filled","fre_cdi_filled","dom_cdi_filled","cdi_available","number_of_te","eng_unique_words","fre_unique_words","date_of_test","visit_num","multiple_visits","total_keeper_visits","years_education","firstborn","balance","balance_group","participant_id","exclude.language","exclude.age","concept_vocab","total_words_eng","total_words_fre","word_vocab","age_month_decimal","BalanceGroup_byExposure","TotalNW_Dom_exposure","TotalNW_NonDom_exposure","Dom_unique_words_exposure","NonDom_unique_words_exposure","LangDom_vocab","TotalNW_Dom","TotalNW_NonDom","Dom_unique_words","NonDom_unique_words","TotalUnique","balance_vocab","propTE","propTE_CDI"
"43833","43833_2016-11-17","F","LittlePrince18",562,18,18.48,"bilingual",60,40,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",20,64,15,2016-11-17,1,FALSE,1,16,"n",40,"60_40",32,0,0,99,84,35,119,18.7333333333333,"60_40",84,35,64,15,"English",84,35,64,15,79,0.705882352941177,0.336134453781513,0.0297619047619048
"43635","43635_2016-11-18","M","LittlePrince18",562,18,18.48,"bilingual",32,68,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",34,39,16,2016-11-18,1,FALSE,1,15,"n",32,"60_40",75,0,0,89,73,50,123,18.7333333333333,"70_30",50,73,16,39,"English",73,50,39,16,55,0.59349593495935,0.552845528455285,0.0505952380952381
"43738","43738_2016-12-11","M","LittlePrince18",580,19,19.07,"bilingual",67,26,7,"English","Grandmother","Y","Y","Y","Y","Y","bothFilled",8,14,4,2016-12-11,1,FALSE,1,18,"y",29.5,"70_30",221,0,0,26,22,12,34,19.3333333333333,"80_20",22,12,14,4,"English",22,12,14,4,18,0.647058823529412,0.470588235294118,0.0119047619047619
"43789","43789_2016-12-16","M","LittlePrince18",577,18,18.97,"bilingual",28,72,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",4,2,1,2016-12-16,1,FALSE,1,15,"y",28,"70_30",128,0,0,7,6,5,11,19.2333333333333,"80_20",5,6,1,2,"English",6,5,2,1,3,0.545454545454545,0.727272727272727,0.00595238095238095
"8854","8854_2017-01-05","M","CrossPrime30",924,30,30.38,"bilingual",26,74,0,"French","Father","Y","Y","Y","Y","Y","bothFilled",74,19,246,2017-01-05,1,FALSE,1,13,"y",26,"70_30",219,0,0,339,93,320,413,30.8,"80_20",320,93,246,19,"French",320,93,246,19,265,0.774818401937046,0.358353510895884,0.110119047619048
"42270","42270_2017-01-11","F","ReMix20",601,19,19.76,"bilingual",66,34,0,"English","Father","Y","Y","Y","Y","Y","bothFilled",52,139,21,2017-01-11,1,FALSE,1,21,"y",34,"60_40",188,0,0,212,191,73,264,20.0333333333333,"70_30",191,73,139,21,"English",191,73,139,21,160,0.723484848484849,0.393939393939394,0.0773809523809524
"43631","43631_2017-01-20","F","CrossPrime30",912,29,29.98,"bilingual",70,30,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",52,472,2,2017-01-20,1,TRUE,2,18,"y",30,"70_30",524,0,0,526,524,54,578,30.4,"80_20",524,54,472,2,"English",524,54,472,2,474,0.906574394463668,0.179930795847751,0.0773809523809524
"44632","44632_2017-01-21","M","LittlePrince18",578,19,19,"bilingual",29,70,1,"French","Mother","Y","Y","Y","Y","Y","bothFilled",5,9,8,2017-01-21,1,FALSE,1,18,"y",29.5,"70_30",60,0,0,22,14,13,27,19.2666666666667,"80_20",13,14,8,9,"English",14,13,9,8,17,0.518518518518518,0.37037037037037,0.00744047619047619
"42730","42730_2017-01-22","F","LittlePrince18",564,18,18.54,"bilingual",69,31,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",29,65,36,2017-01-22,1,FALSE,1,16,"y",31,"60_40",553,0,0,130,94,65,159,18.8,"80_20",94,65,65,36,"English",94,65,65,36,101,0.591194968553459,0.364779874213836,0.0431547619047619
"44614","44614_2017-01-28","M","ReMix20",631,20,20.75,"bilingual",49,51,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",6,20,2,2017-01-28,1,FALSE,1,15,"y",49,"50_50",487,0,0,28,26,8,34,21.0333333333333,"50_50",8,26,2,20,"English",26,8,20,2,22,0.764705882352941,0.352941176470588,0.00892857142857143
"42681","42681_2017-01-29","M","LittlePrince18",560,18,18.41,"bilingual",55,45,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",10,1,42,2017-01-29,1,FALSE,1,18,"n",45,"50_50",208,0,0,53,11,52,63,18.6666666666667,"50_50",11,52,1,42,"French",52,11,42,1,43,0.825396825396825,0.317460317460317,0.0148809523809524
"43638","43638_2017-03-01","M","Dis32",1014,33,33.34,"bilingual",64,37,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",137,495,8,2017-03-01,1,FALSE,1,18,"n",36.5,"60_40",21,0,0,640,632,145,777,33.8,"70_30",632,145,495,8,"English",632,145,495,8,503,0.813384813384813,0.352638352638353,0.203869047619048
"43847","43847_2017-03-09","F","LittlePrince18",583,19,19.17,"bilingual",64,36,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",17,38,15,2017-03-09,1,FALSE,1,13,"n",36,"60_40",49,0,0,70,55,32,87,19.4333333333333,"70_30",55,32,38,15,"English",55,32,38,15,53,0.632183908045977,0.390804597701149,0.025297619047619
"43631","43631_2017-04-06","F","DisLearn32",988,32,32.48,"bilingual",67,33,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",160,445,8,2017-04-06,2,TRUE,2,18,"y",33,"60_40",524,0,0,613,605,168,773,32.9333333333333,"70_30",605,168,445,8,"English",605,168,445,8,453,0.782664941785252,0.413971539456662,0.238095238095238
"43444","43444_2017-04-08","F","DisLearn32",968,31,31.82,"bilingual",63,37,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",9,193,1,2017-04-08,1,FALSE,1,11,"y",37,"60_40",566,0,0,203,202,10,212,32.2666666666667,"70_30",202,10,193,1,"English",202,10,193,1,194,0.952830188679245,0.0849056603773585,0.0133928571428571
"43621","43621_2017-04-17","F","CogControl20",617,20,20.28,"bilingual",27,73,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",20,4,225,2017-04-17,1,FALSE,1,18,"n",27,"70_30",598,0,0,249,24,245,269,20.5666666666667,"80_20",245,24,225,4,"French",245,24,225,4,229,0.910780669144981,0.148698884758364,0.0297619047619048
"43897","43897_2017-05-01","F","CogControl20",633,20,20.81,"bilingual",69,31,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",34,71,18,2017-05-01,1,FALSE,1,15,"y",31,"60_40",382,0,0,123,105,52,157,21.1,"80_20",105,52,71,18,"English",105,52,71,18,89,0.668789808917197,0.43312101910828,0.0505952380952381
"8442","8442_2017-05-06","F","DisLearn32",970,31,31.89,"bilingual",40,60,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",73,20,193,2017-05-06,2,TRUE,2,16,"y",40,"60_40",527,0,0,286,93,266,359,32.3333333333333,"60_40",266,93,193,20,"French",266,93,193,20,213,0.740947075208914,0.406685236768802,0.108630952380952
"8364","8364_2017-05-23","M","DisLearn32",979,32,32.19,"bilingual",48,53,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",138,87,73,2017-05-23,1,FALSE,1,16,"n",47.5,"50_50",434,0,0,298,225,211,436,32.6333333333333,"50_50",211,225,73,87,"English",225,211,87,73,160,0.51605504587156,0.63302752293578,0.205357142857143
"8338","8338_2017-05-29","M","DisLearn32",994,32,32.68,"bilingual",37,59,5,"French",NA,"Y","Y","Y","Y","Y","bothFilled",106,22,179,2017-05-29,1,FALSE,1,18,"y",39,"60_40",248,0,0,307,128,285,413,33.1333333333333,"60_40",285,128,179,22,"French",285,128,179,22,201,0.690072639225182,0.513317191283293,0.157738095238095
"8350","8350_2017-06-03","F","DisLearn32",995,32,32.71,"bilingual",62,39,0,"English",NA,"Y","Y","Y","Y","Y","bothFilled",253,139,58,2017-06-03,1,FALSE,1,18,"n",38.5,"60_40",572,0,0,450,392,311,703,33.1666666666667,"60_40",392,311,139,58,"English",392,311,139,58,197,0.557610241820768,0.71977240398293,0.376488095238095
"8694","8694_2017-06-08","F","DisLearn32",963,31,31.66,"bilingual",56,44,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",205,187,45,2017-06-08,1,FALSE,1,13,"y",44,"50_50",29,0,0,437,392,250,642,32.1,"50_50",392,250,187,45,"English",392,250,187,45,232,0.610591900311526,0.638629283489097,0.305059523809524
"8329","8329_2017-06-10","F","DisLearn32",989,32,32.52,"bilingual",37,60,2,"French","Mother and Father","Y","Y","Y","Y","Y","bothFilled",107,13,309,2017-06-10,1,FALSE,1,16,"y",38.5,"60_40",122,0,0,429,120,416,536,32.9666666666667,"60_40",416,120,309,13,"French",416,120,309,13,322,0.776119402985075,0.399253731343284,0.15922619047619
"8674","8674_2017-06-12","F","DisLearn32",979,32,32.19,"bilingual",69,31,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",17,523,2,2017-06-12,2,TRUE,2,16,"y",31,"60_40",114,0,0,542,540,19,559,32.6333333333333,"80_20",540,19,523,2,"English",540,19,523,2,525,0.966010733452594,0.0608228980322004,0.025297619047619
"8810","8810_2017-06-12","M","DisLearn32",972,31,31.96,"bilingual",63,36,1,"English","Mother","Y","Y","Y","Y","Y","bothFilled",11,240,1,2017-06-12,1,FALSE,1,16,"y",36.5,"60_40",298,0,0,252,251,12,263,32.4,"70_30",251,12,240,1,"English",251,12,240,1,241,0.954372623574145,0.0836501901140684,0.0163690476190476
"8713","8713_2017-07-08","M","DisLearn32",1007,33,33.11,"bilingual",63,38,0,"English",NA,"Y","Y","Y","Y","Y","bothFilled",99,457,10,2017-07-08,1,FALSE,1,16,"y",37.5,"60_40",596,0,0,566,556,109,665,33.5666666666667,"70_30",556,109,457,10,"English",556,109,457,10,467,0.83609022556391,0.297744360902256,0.147321428571429
"42296","42296_2017-07-13","F","DisLearn32",984,32,32.35,"bilingual",48,52,0,"French","Mother and Father","Y","Y","Y","Y","Y","bothFilled",20,140,1,2017-07-13,1,FALSE,1,13,"y",48,"50_50",371,0,0,161,160,21,181,32.8,"50_50",21,160,1,140,"English",160,21,140,1,141,0.883977900552486,0.220994475138122,0.0297619047619048
"44124","44124_2017-07-28","F","LittlePrince18",577,18,18.97,"bilingual",33,67,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",9,9,38,2017-07-28,1,FALSE,1,18,"n",33,"60_40",88,0,0,56,18,47,65,19.2333333333333,"70_30",47,18,38,9,"French",47,18,38,9,47,0.723076923076923,0.276923076923077,0.0133928571428571
"44236","44236_2017-09-17","M","CogControl20",638,20,20.98,"bilingual",29,71,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",2,1,55,2017-09-17,1,FALSE,1,18,"n",29,"70_30",505,0,0,58,3,57,60,21.2666666666667,"80_20",57,3,55,1,"French",57,3,55,1,56,0.95,0.0666666666666667,0.00297619047619048
"46630","46630_2017-10-18","F","FacePrince18",561,18,18.44,"bilingual",75,25,0,"English",NA,"Y","Y","Y","Y","Y","bothFilled",28,154,6,2017-10-18,1,FALSE,1,12,"y",25,"70_30",124,0,0,188,182,34,216,18.7,"80_20",182,34,154,6,"English",182,34,154,6,160,0.842592592592593,0.259259259259259,0.0416666666666667
"44008","44008_2017-10-21","F","FacePrince18",585,19,19.23,"bilingual",28,72,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",45,34,73,2017-10-21,1,FALSE,1,21,"n",28,"70_30",283,0,0,152,79,118,197,19.5,"80_20",118,79,73,34,"French",118,79,73,34,107,0.598984771573604,0.456852791878173,0.0669642857142857
"45605","45605_2017-10-27","F","CogControl20",606,19,19.92,"bilingual",59,41,1,"English","Mother","Y","Y","Y","Y","Y","bothFilled",22,50,16,2017-10-27,1,TRUE,2,21,"n",41,"50_50",380,0,0,88,72,38,110,20.2,"60_40",72,38,50,16,"English",72,38,50,16,66,0.654545454545455,0.4,0.0327380952380952
"46642","46642_2017-11-06","F","FacePrince18",560,18,18.41,"bilingual",67,33,0,"English",NA,"Y","Y","Y","Y","Y","bothFilled",16,86,8,2017-11-06,1,FALSE,1,21,"y",33,"60_40",509,0,0,110,102,24,126,18.6666666666667,"70_30",102,24,86,8,"English",102,24,86,8,94,0.80952380952381,0.253968253968254,0.0238095238095238
"46258","46258_2017-11-10","F","CogControl20",623,20,20.48,"bilingual",59,41,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",13,40,9,2017-11-10,1,FALSE,1,16,"y",41,"50_50",203,0,0,62,53,22,75,20.7666666666667,"60_40",53,22,40,9,"English",53,22,40,9,49,0.706666666666667,0.346666666666667,0.0193452380952381
"46209","46209_2017-11-15","M","CogControl20",636,20,20.91,"bilingual",51,49,0,"English",NA,"Y","Y","Y","Y","Y","bothFilled",10,8,78,2017-11-15,1,TRUE,2,18,"y",49,"50_50",140,0,0,96,18,88,106,21.2,"50_50",18,88,8,78,"French",88,18,78,8,86,0.830188679245283,0.188679245283019,0.0148809523809524
"44611","44611_2017-11-19","F","FacePrince18",562,18,18.48,"bilingual",60,30,10,"English",NA,"Y","Y","Y","Y","Y","bothFilled",7,46,3,2017-11-19,1,TRUE,2,16,"y",35,"60_40",46,0,0,56,53,10,63,18.7333333333333,"70_30",53,10,46,3,"English",53,10,46,3,49,0.841269841269841,0.222222222222222,0.0104166666666667
"43349","43349_2017-11-24","M","CogControl20",627,20,20.61,"bilingual",35,65,0,"French",NA,"Y","Y","Y","Y","Y","bothFilled",31,24,47,2017-11-24,1,FALSE,1,18,"y",35,"60_40",38,0,0,102,55,78,133,20.9,"70_30",78,55,47,24,"French",78,55,47,24,71,0.586466165413534,0.466165413533835,0.0461309523809524
"45757","45757_2017-11-30","F","CogControl20",610,20,20.05,"bilingual",63,37,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",4,19,20,2017-11-30,1,TRUE,2,18,"n",37,"60_40",307,0,0,43,23,24,47,20.3333333333333,"70_30",23,24,19,20,"French",24,23,20,19,39,0.51063829787234,0.170212765957447,0.00595238095238095
"48215","48215_2018-01-28","F","FacePrince18",582,19,19.13,"bilingual",49,51,0,"French","Father","Y","Y","Y","Y","Y","bothFilled",8,6,28,2018-01-28,1,TRUE,2,18,"y",49,"50_50",425,0,0,42,14,36,50,19.4,"50_50",36,14,28,6,"French",36,14,28,6,34,0.72,0.32,0.0119047619047619
"48215","48215_2018-03-10","F","CogControl20",623,20,20.48,"bilingual",64,36,0,"English","Mother and Father","Y","Y","Y","Y","Y","bothFilled",25,38,21,2018-03-10,2,TRUE,2,18,"y",36,"60_40",425,0,0,84,63,46,109,20.7666666666667,"70_30",63,46,38,21,"English",63,46,38,21,59,0.577981651376147,0.458715596330275,0.037202380952381
"45221","45221_2018-04-17","M","CogControl20",632,20,20.78,"bilingual",31,69,0,"French",NA,"Y","Y","Y","Y","Y","bothFilled",26,21,30,2018-04-17,1,FALSE,1,18,"y",31,"60_40",495,0,0,77,47,56,103,21.0666666666667,"80_20",56,47,30,21,"French",56,47,30,21,51,0.543689320388349,0.504854368932039,0.0386904761904762
"44784","44784_2018-05-06","M","CogControl20",629,20,20.68,"bilingual",33,67,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",7,8,15,2018-05-06,1,FALSE,1,18,"n",33,"60_40",416,0,0,30,15,22,37,20.9666666666667,"70_30",22,15,15,8,"French",22,15,15,8,23,0.594594594594595,0.378378378378378,0.0104166666666667
"49262","49262_2018-05-18","F","CogControl20",636,20,20.91,"bilingual",48,53,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",159,80,90,2018-05-18,1,FALSE,1,16,"y",47.5,"50_50",515,0,0,329,239,249,488,21.2,"50_50",249,239,90,80,"French",249,239,90,80,170,0.510245901639344,0.651639344262295,0.236607142857143
"47537","47537_2018-05-22","M","CogControl20",609,20,20.02,"bilingual",63,37,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",4,5,0,2018-05-22,2,TRUE,3,18,"y",37,"60_40",44,0,0,9,9,4,13,20.3,"70_30",9,4,5,0,"English",9,4,5,0,5,0.692307692307692,0.615384615384615,0.00595238095238095
"49058","49058_2018-05-25","M","CogControl20",598,19,19.66,"bilingual",51,50,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",22,14,21,2018-05-25,1,FALSE,1,16,"y",49.5,"50_50",474,0,0,57,36,43,79,19.9333333333333,"50_50",36,43,14,21,"French",43,36,21,14,35,0.544303797468354,0.556962025316456,0.0327380952380952
"47313","47313_2018-05-28","F","CogControl20",621,20,20.42,"bilingual",47,53,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",19,34,21,2018-05-28,1,TRUE,2,16,"n",47,"50_50",394,0,0,74,53,40,93,20.7,"50_50",40,53,21,34,"English",53,40,34,21,55,0.56989247311828,0.408602150537634,0.0282738095238095
"47266","47266_2018-05-29","F","CogControl20",631,20,20.75,"bilingual",54,46,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",11,22,21,2018-05-29,1,TRUE,2,16,"y",46,"50_50",183,0,0,54,33,32,65,21.0333333333333,"50_50",33,32,22,21,"English",33,32,22,21,43,0.507692307692308,0.338461538461538,0.0163690476190476
"45552","45552_2018-06-10","M","CogControl20",631,20,20.75,"bilingual",55,45,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",10,26,16,2018-06-10,1,FALSE,1,NA,"n",45,"50_50",507,0,0,52,36,26,62,21.0333333333333,"50_50",36,26,26,16,"English",36,26,26,16,42,0.580645161290323,0.32258064516129,0.0148809523809524
"48056","48056_2018-06-13","M","FacePrince18",565,18,18.58,"bilingual",70,30,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",13,23,9,2018-06-13,1,TRUE,2,16,"n",30,"70_30",3,0,0,45,36,22,58,18.8333333333333,"80_20",36,22,23,9,"English",36,22,23,9,32,0.620689655172414,0.448275862068966,0.0193452380952381
"47873","47873_2018-06-21","M","CogControl20",606,19,19.92,"bilingual",48,52,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",6,36,32,2018-06-21,1,FALSE,1,18,"y",48,"50_50",206,0,0,74,42,38,80,20.2,"50_50",38,42,32,36,"English",42,38,36,32,68,0.525,0.15,0.00892857142857143
"45000","45000_2018-06-23","M","CogMisp24",746,24,24.53,"bilingual",48,52,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",50,14,97,2018-06-23,1,FALSE,1,18,"y",48,"50_50",274,0,0,161,64,147,211,24.8666666666667,"50_50",147,64,97,14,"French",147,64,97,14,111,0.696682464454976,0.4739336492891,0.0744047619047619
"48960","48960_2018-06-23","M","CogMisp24",775,25,25.48,"bilingual",38,62,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",145,81,170,2018-06-23,1,FALSE,1,18,"n",38,"60_40",328,0,0,396,226,315,541,25.8333333333333,"60_40",315,226,170,81,"French",315,226,170,81,251,0.582255083179298,0.536044362292052,0.21577380952381
"46471","46471_2018-06-25","M","CogMisp24",775,25,25.48,"bilingual",61,38,1,"English","Mother","Y","Y","Y","Y","Y","bothFilled",9,17,15,2018-06-25,1,FALSE,1,21,"n",38.5,"60_40",311,0,0,41,26,24,50,25.8333333333333,"60_40",26,24,17,15,"English",26,24,17,15,32,0.52,0.36,0.0133928571428571
"46956","46956_2018-07-07","F","CogMisp24",817,26,26.86,"bilingual",62,38,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",109,256,14,2018-07-07,1,FALSE,1,16,"n",38,"60_40",18,0,0,379,365,123,488,27.2333333333333,"60_40",365,123,256,14,"English",365,123,256,14,270,0.747950819672131,0.44672131147541,0.162202380952381
"46209","46209_2018-07-08","M","CogMisp24",871,28,28.64,"bilingual",42,58,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",65,13,252,2018-07-08,2,TRUE,2,18,"n",42,"50_50",140,0,0,330,78,317,395,29.0333333333333,"60_40",317,78,252,13,"French",317,78,252,13,265,0.80253164556962,0.329113924050633,0.0967261904761905
"45757","45757_2018-07-09","F","CogMisp24",831,27,27.32,"bilingual",63,37,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",28,132,49,2018-07-09,2,TRUE,2,18,"n",37,"60_40",307,0,0,209,160,77,237,27.7,"70_30",160,77,132,49,"English",160,77,132,49,181,0.675105485232067,0.236286919831224,0.0416666666666667
"45605","45605_2018-07-13","F","CogMisp24",865,28,28.44,"bilingual",59,40,2,"English","Mother","Y","Y","Y","Y","Y","bothFilled",158,281,16,2018-07-13,2,TRUE,2,21,"n",40.5,"50_50",380,0,0,455,439,174,613,28.8333333333333,"60_40",439,174,281,16,"English",439,174,281,16,297,0.716150081566069,0.515497553017945,0.235119047619048
"49068","49068_2018-07-14","M","FacePrince18",570,18,18.74,"bilingual",35,66,0,"French","Father","Y","Y","Y","Y","Y","bothFilled",9,4,19,2018-07-14,1,FALSE,1,13,"y",34.5,"60_40",239,0,0,32,13,28,41,19,"70_30",28,13,19,4,"French",28,13,19,4,23,0.682926829268293,0.439024390243902,0.0133928571428571
"49060","49060_2018-07-21","M","CogControl20",606,19,19.92,"bilingual",47,53,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",1,11,5,2018-07-21,2,TRUE,2,16,"y",47,"50_50",216,0,0,17,12,6,18,20.2,"50_50",6,12,5,11,"English",12,6,11,5,16,0.666666666666667,0.111111111111111,0.00148809523809524
"45238","45238_2018-07-21","M","CogMisp24",723,23,23.77,"bilingual",59,41,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",18,57,24,2018-07-21,1,FALSE,1,11,"n",41,"50_50",427,0,0,99,75,42,117,24.1,"60_40",75,42,57,24,"English",75,42,57,24,81,0.641025641025641,0.307692307692308,0.0267857142857143
"46440","46440_2018-07-22","F","CogControl20",611,20,20.09,"bilingual",65,35,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",12,6,40,2018-07-22,1,FALSE,1,18,"n",35,"60_40",612,0,0,58,18,52,70,20.3666666666667,"70_30",18,52,6,40,"French",52,18,40,6,46,0.742857142857143,0.342857142857143,0.0178571428571429
"46787","46787_2018-07-25","F","CogMisp24",838,27,27.55,"bilingual",30,65,5,"French",NA,"Y","Y","Y","Y","Y","bothFilled",20,11,284,2018-07-25,1,FALSE,1,16,"n",32.5,"60_40",448,0,0,315,31,304,335,27.9333333333333,"70_30",304,31,284,11,"French",304,31,284,11,295,0.907462686567164,0.119402985074627,0.0297619047619048
"44731","44731_2018-07-27","F","CogMisp24",808,26,26.56,"bilingual",74,26,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",19,14,83,2018-07-27,1,FALSE,1,18,"y",26,"70_30",109,0,0,116,33,102,135,26.9333333333333,"80_20",33,102,14,83,"French",102,33,83,14,97,0.755555555555556,0.281481481481481,0.0282738095238095
"48056","48056_2018-08-04","M","CogControl20",617,20,20.28,"bilingual",63,37,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",34,30,29,2018-08-04,2,TRUE,2,16,"y",37,"60_40",3,0,0,93,64,63,127,20.5666666666667,"70_30",64,63,30,29,"English",64,63,30,29,59,0.503937007874016,0.535433070866142,0.0505952380952381
"49465","49465_2018-08-04","M","CogMisp24",792,26,26.04,"bilingual",61,39,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",20,389,5,2018-08-04,1,FALSE,1,13,"n",39,"60_40",58,0,0,414,409,25,434,26.4,"60_40",409,25,389,5,"English",409,25,389,5,394,0.942396313364055,0.0921658986175115,0.0297619047619048
"44482","44482_2018-08-05","M","CogMisp24",811,26,26.66,"bilingual",73,27,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",20,120,4,2018-08-05,1,FALSE,1,16,"n",27,"70_30",150,0,0,144,140,24,164,27.0333333333333,"80_20",140,24,120,4,"English",140,24,120,4,124,0.853658536585366,0.24390243902439,0.0297619047619048
"44453","44453_2018-08-08","F","CogMisp24",828,27,27.22,"bilingual",67,33,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",40,224,12,2018-08-08,1,FALSE,1,11,"y",33,"60_40",95,0,0,276,264,52,316,27.6,"70_30",264,52,224,12,"English",264,52,224,12,236,0.835443037974684,0.253164556962025,0.0595238095238095
"45392","45392_2018-08-12","M","CogMisp24",772,25,25.38,"bilingual",65,35,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",17,336,4,2018-08-12,1,FALSE,1,15,"y",35,"60_40",65,0,0,357,353,21,374,25.7333333333333,"70_30",353,21,336,4,"English",353,21,336,4,340,0.943850267379679,0.0909090909090909,0.025297619047619
"46895","46895_2018-08-13","M","CogMisp24",836,27,27.48,"bilingual",35,65,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",76,9,300,2018-08-13,1,FALSE,1,16,"n",35,"60_40",614,0,0,385,85,376,461,27.8666666666667,"70_30",376,85,300,9,"French",376,85,300,9,309,0.815618221258134,0.329718004338395,0.113095238095238
"48783","48783_2018-08-14","F","FacePrince18",559,18,18.38,"bilingual",38,62,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",13,7,38,2018-08-14,1,TRUE,2,16,"y",38,"60_40",320,0,0,58,20,51,71,18.6333333333333,"60_40",51,20,38,7,"French",51,20,38,7,45,0.71830985915493,0.366197183098592,0.0193452380952381
"49562","49562_2018-08-15","F","FacePrince18",575,18,18.9,"bilingual",29,71,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",25,18,122,2018-08-15,1,FALSE,1,21,"y",29,"70_30",149,0,0,165,43,147,190,19.1666666666667,"80_20",147,43,122,18,"French",147,43,122,18,140,0.773684210526316,0.263157894736842,0.037202380952381
"48167","48167_2018-08-19","M","CogControl20",624,20,20.52,"bilingual",55,41,4,"English",NA,"Y","Y","Y","Y","Y","bothFilled",2,10,19,2018-08-19,1,FALSE,1,21,"y",43,"50_50",82,0,0,31,12,21,33,20.8,"60_40",12,21,10,19,"French",21,12,19,10,29,0.636363636363636,0.121212121212121,0.00297619047619048
"48817","48817_2018-08-19","M","CogControl20",624,20,20.52,"bilingual",52,38,10,"English",NA,"Y","Y","Y","Y","Y","bothFilled",7,15,3,2018-08-19,2,TRUE,2,16,"y",43,"50_50",305,0,0,25,22,10,32,20.8,"60_40",22,10,15,3,"English",22,10,15,3,18,0.6875,0.4375,0.0104166666666667
"44078","44078_2018-08-22","M","CogMisp24",723,23,23.77,"bilingual",66,34,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",44,235,12,2018-08-22,1,FALSE,1,16,"n",34,"60_40",271,0,0,291,279,56,335,24.1,"70_30",279,56,235,12,"English",279,56,235,12,247,0.832835820895522,0.262686567164179,0.0654761904761905
"49415","49415_2018-09-11","F","FacePrince18",561,18,18.44,"bilingual",71,29,0,"English","Mother","Y","Y","Y","Y","Y","bothFilled",167,219,17,2018-09-11,1,FALSE,1,21,"n",29,"70_30",420,0,0,403,386,184,570,18.7,"80_20",386,184,219,17,"English",386,184,219,17,236,0.67719298245614,0.585964912280702,0.248511904761905
"47266","47266_2018-09-15","F","CogMisp24",740,24,24.33,"bilingual",46,54,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",21,23,69,2018-09-15,2,TRUE,2,16,"y",46,"50_50",183,0,0,113,44,90,134,24.6666666666667,"50_50",90,44,69,23,"French",90,44,69,23,92,0.671641791044776,0.313432835820896,0.03125
"47313","47313_2018-09-19","F","CogMisp24",735,24,24.16,"bilingual",29,71,0,"French","Mother","Y","Y","Y","Y","Y","bothFilled",83,119,44,2018-09-19,2,TRUE,2,16,"n",29,"70_30",394,0,0,246,202,127,329,24.5,"80_20",127,202,44,119,"English",202,127,119,44,163,0.613981762917933,0.504559270516717,0.123511904761905
